Ref ID,Renewable Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,"Connection to communal, district or campus heat network","New, renovation or expansion of existing heat network",Number of customer connections,Number of buildings,"Types of Building (domestic, non domestic or mixed)",Types of buildings,Technology Type,Secondary plant technology,Third plant technology,Backup plant technology,Installed Capacity (MWelec),Installed Generation Capacity (MW thermal),Primary Fuel type,Heat Source,Temperature of heat supply (Celsius),Heat Storage,Heat Storage (Volume m3),Heat Enabled,Cooling Enabled,CHP Enabled,Length of distribution network in m,Average diameter of pipes in mm,Development Status,Development Status (short),Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Decommissioned / Abandoned / No Application Made
12133,,25/05/2023,Thornton Park (Southside) Ltd,45 Clapham Campus South Side - 525 Flats & Education Facility,District,Expansion,440,5,Domestic,Residential,Gas Fired CHP,,,Gas Boiler,,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"208a Barking Riverside Area, Renwick Road, Barking",London,London,England,IG11 0ZR,547206,182436,Barking and Dagenham,22/01249/REM,,,,,22/07/2022,,12/10/2022,,,,,04/07/2023,,,,,01/11/2022,,
12134,,22/01/2024,Kensa Heat Pumps Limited,"Crellow Fields, Stithians - Ground Source Heat Pumps & Boreholes",Communal,New,30,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Revised,Revised,"7 Stock Road, Billericay",Essex,Eastern,England,CM12 0AD,567614,195088,Basildon,22/01116/FULL,,,,,02/08/2022,,,,,,,,,,,,,,
12155,,23/09/2022,Cayuga Developments,The Montague Centre - 50 Apartments,Campus,Renovation,1,2,Non Domestic,College,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Operational,Operational,Winstanley College Winstanley Road Billinge,Greater Manchester,North West,England,WN5 7XF,353594,403237,Wigan,A/22/94206/FULL,,,,,08/09/2022,,,,,,,02/11/2022,,,,,01/09/2022,01/11/2022,
12180,,16/05/2024,East Cliff Property Limited,Beales Department Store - Redevelopment,Communal,New,21,2,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"816 Oxford Road, Reading",Berkshire,South East,England,RG30 1EL,468793,174093,Reading,220452,,,,,26/07/2022,16/04/2024,,,,,,,,,,,,,
12200,,29/09/2022,Mapperton Estate,"Mapperton House, Stable Block - Office & Exhibition Space",Communal,New,11,2,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"St Albans House,12 The Grove",Kent,South East,England,CT14 9TL,637043,152569,Dover,22/01111 ,,,,,23/08/2022,,,,,,,,,,,,,,
12201,,03/10/2022,BasePower Limited,"Wrights Pies, Second Avenue - Combined Heat And Power Plant",Communal,New,106,8,Mixed,"Residential, Community Hub, Retail",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Bounded By Ascot Fire Station, Station Hill & W/O Hermitage Parade & S/O High Street",Berkshire,South East,England,SL5 7HE,492348,168678,Windsor and Maidenhead,22/01971/FULL,,,,,18/07/2022,,,,,,,,,,,,,,
12202,,21/11/2023,Ralph Trustees Limited,Langleybury  Film Hub,Campus,New,1,2,Non Domestic,Student Accommodation,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Under Construction,Under Construction,"17 And 19 Norham Gardens, Brockhues Lodge, Oxford",Oxfordshire,South East,England,OX2 6PS,451317,207400,Oxford,22/01842/FUL,,,,,17/08/2022,,10/03/2023,,,,,13/02/2023,,,,,01/09/2023,,
12203,,03/10/2022,Radnor House School Limited,Kneller Hall School,District,New,190,3,Domestic,Residential,Air Source Heat Pumps,Gas Boiler,,,,,Electric,,45.00,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Padnall Lake, Padnall Road, Romford",London,London,England,RM6 5ER,548077,189111,Barking and Dagenham,22/01564/REM,,,,,14/09/2022,,,,,,,,,,,,,,
12223,,04/10/2022,Barratt East London Limited,Keeley Road & Drummond Road - 144 Flats,Communal,New,30,1,Mixed,"Residential, Retail",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"71-73 Caversham Road, Reading",Berkshire,South East,England,RG1 8JA,471236,174038,Reading,220922,,,,,22/08/2022,,,,,,,,,,,,,,
12234,,05/10/2022,Brent Council,Kilburn Square Estate - 139 Flats,Communal,New,4,1,Non Domestic,"Office, Unspecified Commercial",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Castle House,37-45 Paul Street, Fitzroy House, 13-17 Epworth Street & 1-5 Clere Street",London,London,England,EC2A 4DL,532986,182257,Islington,P2022/2893/FUL,,,,,01/08/2022,,,,,,,,,,,,,,
12235,,08/09/2023,Brent Council,Kilburn Square Estate - 139 Flats,Communal,New,185,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"Former Croydon College Of Art, Barclay Road",London,London,England,CR9 1DX,532722,165427,Croydon,22/02781/FUL,,,,,26/08/2022,17/08/2023,,,,,,,,,,,,,
12236,,12/01/2024,London & Quadrant Housing Trust ,"Brook House, Gunnersbury Lane - 102 Apartments",Communal,New,422,1,Mixed,"Residential, Unspecified Commercial",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Broadwalk Shopping Centre, Broad Walk",South Gloucestershire,South West,England,BS4 2QU,360612,170756,"Bristol, City of",22/03924/P,,,,,11/08/2022,,,,,,,22/12/2023,,,,22/12/2026,,,
12245,,21/08/2023,Berkeley Homes (South East London) Limited,"Twelvetrees Park, Phase 2 - Development",Campus,Expansion,1,1,Non Domestic,Hospital,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"The Great Western Hospital, Marlborough Road",Wiltshire,South West,England,SN3 6BB,419017,182216,Swindon,S/22/1331,,,,,02/09/2022,,12/12/2022,,,,,04/04/2023,,,,,01/03/2023,,
12246,,01/02/2023,St Georges College,St Georges College - Classroom Block & Playground,Communal,New,51,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"The N/O Ashton Road,West Failsworth, Oldham",Lancashire,North West,England,M35 0FB,389526,401264,Oldham,FUL/349677/22,,,,,22/08/2022,,,,,,,20/01/2023,,,,,,,
12247,,06/10/2022,University of Greenwich,"University of Greenwich, Avery Hill Campus - Decarbonisation Project",Communal,New,31,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"104 A Finchley Road, Hampstead",London,London,England,NW3 5EY,526471,184554,Camden,2022/3553/P,,,,,31/08/2022,,,,,,,,,,,,,,
12248,,24/02/2023,Bramall Properties Limited,Lands Lane - 18 Flats,Communal,New,25,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Under Construction,Under Construction,"R/O 2-14 Kerswell Close, South Tottenham",London,London,England,N15 5RP,533088,188511,Haringey,HGY/2022/2250,,,,,31/08/2022,,23/01/2023,,,,,23/02/2023,,,,,28/02/2023,,
12249,,06/10/2022,St Albans City & District Council,"Harpenden Public Halls - 26 Flats, 3 Houses & Retail Unit",Communal,New,226,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Colney Hall, Watton Road, Colney, Norwich",Norfolk,Eastern,England,NR4 7TY,617085,308236,South Norfolk,2022/1547,,,,,31/08/2022,,,,,,,,,,,,,,
12250,,04/08/2023,Private Developer,"Station Apartments, Roy Martin Way - 36 Apartments",Communal,New,205,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Members Hill, Brooklands Road, Weybridge",Surrey,South East,England,KT13 0QU,507273,162804,Elmbridge,2022/2746,,,,,15/09/2022,,,,,,,18/07/2023,,,,18/07/2026,,,
12251,,30/11/2023,London & Scottish Investments,Welford Road - 350 Bed Student Accommodation & 106 Flats,Communal,New,787,5,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Oxestalls Road, Evelyn Street, Dragoon Road And Grove Street, Deptford",London,London,England,SE8 3QQ,536385,178362,Lewisham,DC/22/127966,,,,,09/08/2022,,,,,,,03/11/2023,,,,03/11/2026,,,
12256,,08/02/2023,GMS Estates Limited,St Mary Abchurch House - 20 Serviced Apartments,Communal,New,18,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Tregunnel Car Park,Tregunnel Hill, Newquay",Cornwall,South West,England,TR7 1QT,180646,61239,Cornwall,PA22/08241,,,,,08/09/2022,,,,,,,03/02/2023,,,,,,,
12257,,07/10/2022,Campmoss Property Limited,"Highway House, Norreys Drive - 76 Apartments",District,New,24,17,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Woodlands Preparatory School, Warley Street, Great Warley, Brentwood",Essex,Eastern,England,CM13 3HR,559496,189168,Brentwood,22/01256/FUL,,,,,05/09/2022,,,,,,,,,,,,,,
12259,,10/10/2022,London Borough Of Southwark,Southwark New Build - Lancaster Estate,Communal,New,54,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Shepherds Bush Police Station, 252-256 Uxbridge Road, Shepherds Bush",London,London,England,W12 7JA,522970,180075,Hammersmith and Fulham,2022/01953/FUL,,,,,04/08/2022,,,,,,,,,,,,,,
12260,,22/01/2024,Ambassador Homes (Scotland) Limited,Ocean Terminal - Phase 2 - 580 Apartments,Communal,New,232,2,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Under Construction,Under Construction,"Residential Phase 2 Parcel E1 E/o Fairlawn Avenue, Former Filton Airfield, Filton, Bristol",South Gloucestershire,South West,England,BS34 5BZ,359848,180420,South Gloucestershire,P22/05223/RM,,,,,02/09/2022,,30/06/2023,,,,,16/05/2023,,,,,01/01/2024,,
12276,,11/10/2022,London Borough Of Southwark,Clements Road - Compass School District Heating Connection,Campus,Renovation,1,,Non Domestic,Agricultural,Water Source Heat Pumps,Air Source Heat Pumps,,,,,Electric,River Water,45.00,,,Yes,,No,,50.00,Operational,Operational,"Coxheath, Maidstone",Kent,South East,England,ME17 4PB,574656,150723,Maidstone,,,,,,,,,,,,,,,,,,,27/09/2022,
12309,,03/01/2023,Bristol Heat Networks Limited,"Bedminster Green - Phases 4, 5, & 6 - District Heat Network",Campus,New,1,6,Non Domestic,Agricultural,Biomass (dedicated),,,,,,Straw,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Johnnies Farm, The Cliff, Ingham",Lincolnshire,East Midlands,England,LN1 2YQ,495804,383348,West Lindsey,145574,,,,,22/09/2022,,,,,,,08/11/2022,,,,,,,
12329,,29/09/2023,Telereal Property Developments1 Limited,Marlborough House - 88 Flats,District,New,12,3,Non Domestic,"Retail, Unspecified Commercial",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"366 -366a Kilburn High Road, Kilburn",London,London,England,NW6 2QH,524674,184643,Camden,2022/3578/P,,,,,07/09/2022,,,,,,,26/09/2023,,,,,,,
12330,,13/10/2022,Paul Simon Developments,30-36 Clarendon Road - 51 Apartments & Commercial Space,Communal,New,11,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Chantry House, Churchgate Street, Harlow",Essex,Eastern,England,CM17 0JT,548420,211314,Harlow,HW/FUL/22/00301,,,,,09/09/2022,,,,,,,,,,,,,,
12331,,20/05/2024,Victoria Gardens Development Limited,"Canning Town Estates Regeneration, Phase 1 - 147 Flats & Leisure Space",Communal,New,27,2,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Abandoned,Abandoned,"45-47 Oxford Road, High Wycombe",Buckinghamshire,South East,England,HP11 2EB,486133,193344,Buckinghamshire,22/07199/FUL,,,,,08/09/2022,,,,,,,10/07/2023,,,,10/07/2026,,,
12332,,07/11/2022,London Realty Limited,"Belmore Street, Plot C  - 262 Apartments & Amenity Space",Communal,New,28,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"Opp 117-135 Church Lane, Manchester",Greater Manchester,North West,England,M9 4WH,386359,401463,Manchester,133395/FO/2022,,,,,23/08/2022,03/11/2022,,,,,,,,,,,,,
12333,,06/06/2024,London Borough of Hammersmith and Fulham,Farm Lane - 31 Apartments,Communal,New,110,2,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Under Construction,Under Construction,"Old College, Royal Military Academy, Haig Road, Sandhurst",Surrey,South East,England,GU15 4PQ,485863,160860,Bracknell Forest,22/00726/FUL ,,,,,22/08/2022,,,,,,,25/10/2023,,,,25/10/2026,15/05/2024,,
12334,,23/02/2024,Populo Living,"Pier Road, North Woolwich - Residential & Commercial Development",Communal,New,16,1,Mixed,"Residential, Hotel",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Under Construction,Under Construction,"2 Stanhope Row, Westminister",London,London,England,W1J 7SE,528511,180011,Westminster,22/05759/FULL,,,,,08/09/2022,,24/05/2023,,,,,24/05/2023,,,,24/05/2026,09/10/2023,,
12356,,14/08/2023,Private Developer,Grosvenor Garage  - 24 Apartments,Campus,Renovation,1,4,Non Domestic,Industrial,Gas Fired CHP,Gas Boiler,,,,,Gas,,,,,Yes,,Yes,,,Planning Permission Granted,Awaiting Construction,"Glenesk Maltings, Kinnaber Road, Hillside, Montrose",Angus,Scotland,Scotland,DD10 9EP,371732,761434,Angus,22/00595/FULL,,,,,29/09/2022,,,,,,,13/07/2023,,,,13/07/2026,,,
12363,,23/06/2023,Midsomer Norton Schools Partnership,"Peasedown St John Primary School, Bath Road - Ground Source Heat Pump",Communal,New ,55,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Under Construction,Under Construction,"Vandome Close & 24-40 Freemasons Road, Custom House",London,London,England,E16 3SA,540688,181137,Newham,22/02157/LA3,,,,,05/09/2022,,23/02/2023,,,,,31/03/2022,,,,,01/06/2023,,
12364,,19/10/2022,Craig Developments Limited,South Street - 79 Flats And Retail,Communal,New,97,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,25.00,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Canterbury House, 2-6 Sydenham Road, Croydon",London,London,England,CR0 9BL,532503,166005,Croydon,22/03745/FUL,,,,,16/09/2022,,,,,,,,,,,,,,
12366,,20/03/2024,Islington Council,Bemerton Estate South - 86 Flats & Health Centre/Retail,Communal,New,19,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"The Grange Elderly Persons Home, 33 Woodside Grange Road, North Finchley",London,London,England,N12 8SP,525881,192770,Barnet,22/4698/FUL,,,,,20/09/2022,,,,,,,27/11/2023,,,,27/11/2026,,,
12367,,19/10/2022,Denville Hall 2021 Limited,"Denville Hall, Ducks Hill Road - Assisted Living Units",District,Renovation,46,1,Domestic,Residential,Unknown,,,,,,,,,,,Yes,,,,,No Application Required,No Application Required,"Jubilee Grove, Glenrothes",Fife,Scotland,Scotland,KY6 1HW,326852,701290,Fife,,,,,,,,,,,,,,,,,,,,
12369,,19/10/2022,Manak Homes,East End Road - 25 Flats,Communal,New,118,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"De Beauvoir Estate, Phase 1, Downham Road, Islington",London,London,England,N1 5SR,533028,183838,Hackney,2021/1906,,,,,23/09/2021,,,,,,,,,,,,,,
12370,,20/10/2022,MBU Capital,Sheepscar Grove - 355 Bedroom Student Accommodation,Communal,New,10,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"12 West End Lane, Kilburn",London,London,England,NW6 4NX,525449,183773,Camden,2022/3430/P,,,,,01/09/2022,,,,,,,,,,,,,,
12371,,29/04/2024,Derwent London,"38-70 Baker Street, Tower Hamlets - Mixed Development",District,New,47,5,Domestic,Care Village,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Wellcross Farm, Five Oaks Road, Slinfold, Horsham",West Sussex,South East,England,RH13 0SY,513878,130576,Horsham,DC/22/1503,,,,,25/08/2022,,,,,,,20/11/2023,,,,,,,
12373,,12/04/2024,Montreaux Limited,Middlesex Business Centre Margarine Phase 1 Plots A & B - 867 Apartments & Hotel,Communal,New,45,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,65.00,,,Yes,,No,,,Planning Permission Refused,Application Refused,"Btw Abbeyfield House & Ivy Gardens, Station Road, Paisley",Strathclyde,Scotland,Scotland,PA1 2SB,246486,663510,Renfrewshire,22/0574/PP,,,,,30/08/2022,,22/03/2024,,,,,,,,,,,,
12374,,02/08/2023,Leathermarket Community Benefit Society,26 Leathermarket Street - 26 Flats & Office Space,District,New,,,Mixed,Unspecified,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Under Construction,Under Construction,"Town House Car Park, Castle Street, Inverness",Highland,Scotland,Scotland,IV63 6UW,250776,828863,Highland,22/03922/FUL,,,,,01/09/2022,,06/03/2023,,,,,10/05/2023,,,,,31/07/2023,,
12375,,20/10/2022,Aberdeen City Council / Vital Energi Utilities,"Torry Heat Network, Phase 2 East - District Heating Network",Communal,New,75,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"159-175 Redevelopment Site, Station Road, Addlestone",Surrey,South East,England,KT15 2AT,"	505481",164759,Runnymede,RU.22/1373,,,,,26/08/2022,,,,,,,,,,,,,,
12376,,20/10/2022,Aberdeen City Council / Vital Energi Utilities,"Torry Heat Network, Phase 2 West - District Heating Network",Communal,New,14,1,Domestic,Residential,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Adj Maxwell Court Garages Block, 1 Dulwich Common, East Dulwich",London,London,England,SE22 8EW,533835,175187,Southwark,22/AP/3157,,,,,05/09/2022,,,,,,,,,,,,,,
12377,,25/10/2023,Sanctuary Group,Hillyard Street - 26 Flats,Communal,New,28,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Central House, 25-27 Perrymount Road, Haywards Heath",West Sussex,South East,England,RH16 3TP,533070,124241,Mid Sussex,DM/22/2880,,,,,20/09/2022,,,,,,,03/08/2023,,,,03/08/2026,,,
12378,,04/01/2022,Burlington Developments London Limited,"Lee Spring, Latimer Road - 45 Flats",District,New,70,70,Domestic,Residential,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Permission Refused,Application Refused,"Adj. To 70 Hanscombe End Road, Shillington, Hitchin",Hertfordshire,Eastern,England,SG5 3NB,511911,233335,Central Bedfordshire,CB/22/03640/OUT,,,,,14/09/2022,,28/11/2022,,,,,,,,,,,,
12382,,30/01/2023,Cardiff City Council,Cardiff Heat Network- Back Up Energy Centre,District,New,74,74,Domestic,Residential,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Collins Parc, Stithians, Truro",Cornwall,South West,England,TR3 7RB,173316,36696,Cornwall,PA22/08724,,,,,26/09/2022,,,,,,,27/01/2023,,,,,,,
12404,,03/11/2022,Westminster City Council,"Repeater Station, Ashbridge Street - Air Source Heat Pumps",Campus,New,1,3,Non Domestic,Agricultural,Biomass (dedicated),,,,0.20,,Woodchip,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Avonfinch Limited, Eaton Upon Tern, Market Drayton",Shropshire,West Midlands,England,TF9 2BX,365410,323125,Shropshire,22/04132/FUL,,,,,15/09/2022,,,,,,,27/10/2022,,,,,,,
12408,,21/10/2022,London Borough of Wandsworth,"Ernest Bevin College, Beechcroft Road - Air Source Heat Pumps",District,New,1153,,Mixed,"Residential, Office, Community Hub",Gas Fired CHP,,,Gas Boiler,1.00,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"Kodak, Headstone Drive, Wealdstone, Harrow",London,London,England,HA1 4TY,514740,189564,Harrow,P/5244/17,,,,,04/01/2018,,05/02/2018,,,,,08/08/2018,,,,01/01/2020,,,
12412,,30/01/2024,Department For Education,Co-Op Eliza Brierley - Primary and Secondary SEN School,Communal,New,39,1,Mixed,"Residential, Library",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Loughton Library, Traps Hill, Loughton",Essex,Eastern,England,IG10 1HD,542547,196492,Epping Forest,CC/EPF/88/22,,,,,09/09/2022,,,,,,,09/09/2022,,,,,,,
12413,,15/04/2024,Folkestone Harbour,"Marine Parade, Phase 4 Plot E1 - 112 Flats & Townhouses",Communal,New,111,2,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Manderson House, Commerce Road, Brentford",London,London,England,TW8 8LH,"	517176",177371,Hounslow,00297/D/P10,,,,,15/09/2022,,,,,,,21/03/2024,,,,21/03/2027,,,
12423,,25/10/2022,Minsthorpe Community College,Minsthorpe Community College - Sports Halls & Gym,District,Expansion,78,1,Domestic,Residential,EfW Incineration,,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"E/O St Cecilia Street, Leeds",West Yorkshire,Yorkshire and Humber,England,LS2 7PA,430877,433579,Leeds,22/06503/FU,,,,,26/09/2022,,,,,,,,,,,,,,
12465,,03/04/2024,Mackenzie Homes Limited,The Squirrels Estate - 116 Flats & Retail,District,Expansion,,,Mixed,Unspecified,EfW Incineration,,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,547.00,,Planning Permission Granted,Awaiting Construction,"Selchp Waste To Energy Facility, Landmann Way",London,London,England,SE14 5RS,535818,177990,Lewisham,DC/22/128590,,,,,26/09/2022,,,,,,,20/03/2024,,,,20/03/2027,,,
12474,,29/04/2024,CASA Streatham Limited,604-610 Streatham High Road - 29 Flats,District,Expansion,,,Mixed,Unspecified,Gas Boiler,,,,,,Gas,,,,,Yes,,,750.00,,Planning Permission Granted,Awaiting Construction,"Land To The North, West And South Of Canada Boulevard",Merseyside,North West,England,L3 1DP,333862,390253,Liverpool,22F/2530,,,,,14/10/2022,,,,,,,24/04/2023,,,,24/04/2026,,,
12485,,13/12/2022,Leeds City Council,"Marlborough Towers, Marlborough Street - Air Source Heat Pumps",Communal,New,348,4,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,60.00,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Hounslow West Underground Station, Bath Road, Hounslow",London,London,England,TW3 3DH,512215,176140,Hounslow,00083/K/P12,,,,,22/09/2022,,,,,,,,,,,,,,
12486,,01/11/2022,AWGeothermal Limited,"Shenley Hill Country Park, Chamberlains Barn - Ground Source Heat Pump",District,New,841,5,Mixed,"Residential, Unspecified Commercial",Air Source Heat Pumps,Water Source Heat Pumps,,,,,Electric,,45.00,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"18-54 Newington Causeway, Southwark",London,London,England,SE1 6DR,532114,179465,Southwark,22/AP/3149,,,,,23/09/2022,,,,,,,,,,,,,,
12487,,01/11/2022,IKB Developments Limited,"Bristol Temple Quay, Plot 3 - 108 Flats, Hotel & Apart Hotel",Communal,New,39,1,Mixed,"Residential, Unspecified Commercial",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"1-8 Sevenex Parade, 2a London Road, Wembley",London,London,England,HA9 7ET,518449,184923,Brent,22/3346,,,,,28/09/2022,,,,,,,,,,,,,,
12488,,21/11/2023,Marden Homes Plc ,Great Broomfields - 70 Bed Care Home & 36 Retirement Flats,Communal,New,37,2,Mixed,"Residential, Unspecified Commercial",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"65 Orchard Gardens, Hove",East Sussex,South East,England,BN3 7BH,528582,106080,Brighton and Hove,BH2022/02821,,,,,06/09/2022,,,,,,,11/10/2023,,,,11/10/2026,,,
12489,,01/11/2022,Brahma Islington Limited,Thessaly Road - 17 Flats,Communal,New,103,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,55.00,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"35-39 Friar Street, Reading",Berkshire,South East,England,RG1 1DX,"	471380","	173605",Reading,220933,,,,,22/09/2022,,,,,,,,,,,,,,
12510,,29/04/2024,Queen Mary University London,Queen Mary University London - School Of Business & Management,District,New,,,Mixed,Unspecified,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Bradford Energy Centre, Thornton Road, Bradford",West Yorkshire,Yorkshire and Humber,England,BD1 2JD,415460,433318,Bradford,23/01541/MAF,,,,,03/05/2023,,,,,,,08/11/2023,,,,08/11/2026,,,
12511,,24/02/2023,Queen Mary University London,Queen Mary University London - School Of Business & Management,Communal,Renovation,91,1,Domestic,Residential,Air Source Heat Pumps,,,,0.15,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,Queensview Seacroft Crescent Seacroft,West Yorkshire,Yorkshire and Humber,England,LS14 6PH,435515,436258,Leeds,22/07033/FU,,,,,27/10/2022,,,,,,,13/02/2023,,,,,,,
12516,,13/12/2022,Rolls Royce Limited,"Rolls Royce Site, Gloucester Road - Research & Development Facility",Communal,Renovation,69,1,Domestic,Residential,Air Source Heat Pumps,,,,0.20,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,Grayson Crest Eden Mount Burley,West Yorkshire,Yorkshire and Humber,England,LS4 2UB,426724,435446,Leeds,22/07034/FU,,,,,21/10/2022,,,,,,,08/12/2022,,,,,,,
12572,,14/08/2023,Defence Infrastructure Organisation,"Trenchard Lines, Site 1 - Accommodation Block",District,New,617,9,Domestic,Residential,Air Source Heat Pumps,Gas Boiler,,,0.80,,Electric,,65.00,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Avenue Road Estate, Off Hall Road, Mulberry Court, Langthorne Road, Leytonstone",London,London,England,E11 4HW,538923,185861,Waltham Forest,222588,,,,,22/09/2022,,,,,,,30/03/2023,,,,30/03/2026,,,
